BV/TV,Degree of Anisotropy,ROI Number,Scan,Variation Coefficient
0.1877,1.679,6,C0001879_SEG_UNCOMP,0.20944645889048716
0.2885,1.708,1,C0001885_SEG_UNCOMP,0.15858208509751118
0.3105,1.578,2,C0001885_SEG_UNCOMP,0.2521917715201125
0.3896,1.574,3,C0001885_SEG_UNCOMP,0.18622357419229923
0.3085,1.952,4,C0001885_SEG_UNCOMP,0.09986307833752878
0.2581,2.034,5,C0001885_SEG_UNCOMP,0.1332872946723591
0.2495,2.035,6,C0001885_SEG_UNCOMP,0.15380735485049743
0.2785,1.979,1,C0001890_SEG_UNCOMP,0.15134836823267564
0.1845,1.768,2,C0001890_SEG_UNCOMP,0.2476751563920262
0.1844,1.901,3,C0001890_SEG_UNCOMP,0.17268073599691625
0.11,1.863,4,C0001890_SEG_UNCOMP,0.11067769109897968
0.112,1.806,5,C0001890_SEG_UNCOMP,0.09131693303311826
0.2202,1.95,6,C0001890_SEG_UNCOMP,0.15127655698144804
0.1821,1.994,1,C0001896_SEG_UNCOMP,0.17077865858058933
0.2025,1.999,2,C0001896_SEG_UNCOMP,0.23326442825526075
0.112,1.614,3,C0001896_SEG_UNCOMP,0.2861993946992137
0.2195,2.15,4,C0001896_SEG_UNCOMP,0.18477405370319847
0.3027,2.121,5,C0001896_SEG_UNCOMP,0.18995653105519664
0.2541,2.139,6,C0001896_SEG_UNCOMP,0.16636950977726558
0.2859,2.144,1,C0001904_SEG_UNCOMP,0.15092004331261838
0.1211,1.852,2,C0001904_SEG_UNCOMP,0.3007528580183902
0.1297,1.834,3,C0001904_SEG_UNCOMP,0.3089680198756356
0.1388,1.858,4,C0001904_SEG_UNCOMP,0.2821287698709759
0.3373,2.266,5,C0001904_SEG_UNCOMP,0.14281567730019104
0.3211,2.105,6,C0001904_SEG_UNCOMP,0.16102065598408905
0.0777,1.606,1,C0001911_SEG_UNCOMP,0.461511476464631
0.0934,1.791,2,C0001911_SEG_UNCOMP,0.5841994963779443
0.093,1.793,3,C0001911_SEG_UNCOMP,0.7416569860721284
0.2381,2.002,4,C0001911_SEG_UNCOMP,0.22436538351637933
0.3489,1.819,5,C0001911_SEG_UNCOMP,0.15208111968950702
0.2945,1.819,6,C0001911_SEG_UNCOMP,0.19387571014572194
0.2755,2.236,1,C0001922_SEG_UNCOMP,0.09078585917411569
0.3405,2.17,2,C0001922_SEG_UNCOMP,0.08205891700486066
0.3578,1.773,3,C0001922_SEG_UNCOMP,0.16808447553511616
0.3472,1.977,4,C0001922_SEG_UNCOMP,0.09425304956473965
0.3281,1.843,5,C0001922_SEG_UNCOMP,0.0888438642396457
0.3517,1.871,6,C0001922_SEG_UNCOMP,0.07671597332619531
0.2757,1.829,1,C0001927_SEG_UNCOMP,0.10463610287984342
0.3223,2.098,2,C0001927_SEG_UNCOMP,0.18979509935786643
0.2794,1.837,3,C0001927_SEG_UNCOMP,0.1270386764384708
0.2761,1.691,4,C0001927_SEG_UNCOMP,0.11598835875674048
0.3315,2.063,5,C0001927_SEG_UNCOMP,0.1140421181056811
0.3122,1.992,6,C0001927_SEG_UNCOMP,0.0748359149145955
0.2878,2.023,1,C0001934_SEG_UNCOMP,0.19459528067503157
0.3032,1.949,2,C0001934_SEG_UNCOMP,0.0817233792872152
0.3073,2.089,3,C0001934_SEG_UNCOMP,0.18981645692899252
0.2898,1.868,4,C0001934_SEG_UNCOMP,0.12796552414364962
0.2395,1.793,5,C0001934_SEG_UNCOMP,0.13501774275450462
0.2504,1.8,6,C0001934_SEG_UNCOMP,0.16926706381713003
0.2999,1.981,1,C0001944_SEG_UNCOMP,0.09017319559522838
0.3608,2.327,2,C0001944_SEG_UNCOMP,0.10242035339462706
0.2767,2.186,3,C0001944_SEG_UNCOMP,0.054672698445830274
0.2163,2.364,4,C0001944_SEG_UNCOMP,0.09494479107937989
0.1987,2.175,5,C0001944_SEG_UNCOMP,0.15467347319782854
0.2776,2.259,6,C0001944_SEG_UNCOMP,0.17874255465786756
0.0352,1.952,1,C0001950_SEG_UNCOMP,0.7396745547959457
0.1402,2.371,2,C0001950_SEG_UNCOMP,0.42821020997005466
0.12,2.285,3,C0001950_SEG_UNCOMP,0.5022860304154279
0.2071,2.463,4,C0001950_SEG_UNCOMP,0.1610779541316582
0.13,2.045,5,C0001950_SEG_UNCOMP,0.31483761626494217
0.0808,2.314,6,C0001950_SEG_UNCOMP,0.8379346328238076
0.3655,1.953,1,C0001954_SEG_UNCOMP,0.08085845007603647
0.3728,1.567,2,C0001954_SEG_UNCOMP,0.1767654763926378
0.3502,1.521,3,C0001954_SEG_UNCOMP,0.10554142453878161
0.3885,2.036,4,C0001954_SEG_UNCOMP,0.11098639498933317
0.3224,1.81,5,C0001954_SEG_UNCOMP,0.07103200731966951
0.3164,1.989,6,C0001954_SEG_UNCOMP,0.12739036309895024
0.3219,1.599,1,C0001962_SEG_UNCOMP,0.11028110075761852
0.4137,1.784,2,C0001962_SEG_UNCOMP,0.14213537307327592
0.3228,1.504,3,C0001962_SEG_UNCOMP,0.08397959396235669
0.3061,1.898,4,C0001962_SEG_UNCOMP,0.0929874389313104
0.2664,2.16,5,C0001962_SEG_UNCOMP,0.07019192299726272
0.2247,1.909,6,C0001962_SEG_UNCOMP,0.055884169681733986
0.2898,1.696,1,C0001971_SEG_UNCOMP,0.082246554194142
0.2953,1.463,2,C0001971_SEG_UNCOMP,0.17138540420773873
0.3882,1.643,3,C0001971_SEG_UNCOMP,0.058660912178756935
0.2382,1.8,4,C0001971_SEG_UNCOMP,0.10570745159918886
0.2507,1.86,5,C0001971_SEG_UNCOMP,0.12433271733543809
0.1897,1.804,6,C0001971_SEG_UNCOMP,0.09591752394863338
0.28,1.52,1,C0001974_SEG_UNCOMP,0.15923527150273112
0.2312,1.585,2,C0001974_SEG_UNCOMP,0.31071064144549404
0.309,1.315,3,C0001974_SEG_UNCOMP,0.28417692068185785
0.1851,2.003,4,C0001974_SEG_UNCOMP,0.1964365196000058
0.2044,1.949,5,C0001974_SEG_UNCOMP,0.08214460490242316
0.2265,2.065,6,C0001974_SEG_UNCOMP,0.09114409359574696
0.301,2.333,1,C0001982_SEG_UNCOMP,0.15939196531395458
0.2128,2.148,2,C0001982_SEG_UNCOMP,0.0623086767741702
0.3485,2.076,3,C0001982_SEG_UNCOMP,0.11825876828435734
0.1923,1.768,4,C0001982_SEG_UNCOMP,0.09820744920535614
0.1761,1.947,5,C0001982_SEG_UNCOMP,0.10202689930468636
0.2152,1.827,6,C0001982_SEG_UNCOMP,0.09214380368874663
0.3457,1.443,1,C0001986_SEG_UNCOMP,0.09940337771754551
0.3069,1.591,2,C0001986_SEG_UNCOMP,0.10837263501181947
0.4902,1.668,3,C0001986_SEG_UNCOMP,0.303040727445622
0.2677,1.768,4,C0001986_SEG_UNCOMP,0.07778861734255163
0.3517,1.88,5,C0001986_SEG_UNCOMP,0.05701733878549729
0.381,1.89,6,C0001986_SEG_UNCOMP,0.11183490654237825
0.2863,1.997,1,C0001993_SEG_UNCOMP,0.10749391681485607
0.4587,1.556,2,C0001993_SEG_UNCOMP,0.12547179517046025
0.353,1.578,3,C0001993_SEG_UNCOMP,0.22500563090469025
0.3205,1.908,4,C0001993_SEG_UNCOMP,0.08478963836859538
0.3169,1.624,5,C0001993_SEG_UNCOMP,0.08488392851234554
0.3992,1.689,6,C0001993_SEG_UNCOMP,0.16256730449755158
0.3076,1.737,1,C0002000_SEG_UNCOMP,0.14393517315820392
0.3879,1.662,2,C0002000_SEG_UNCOMP,0.0990795208827252
0.3011,1.193,3,C0002000_SEG_UNCOMP,0.22519530339310956
0.2657,2.006,4,C0002000_SEG_UNCOMP,0.057286141516759516
0.3172,1.85,5,C0002000_SEG_UNCOMP,0.07855466021685331
0.3301,1.822,6,C0002000_SEG_UNCOMP,0.06703121435102599
0.3884,1.666,1,C0002003_SEG_UNCOMP,0.06705932541954938
0.5244,1.69,2,C0002003_SEG_UNCOMP,0.0914790212243199
0.4001,1.645,3,C0002003_SEG_UNCOMP,0.06597078224680282
0.4267,2.076,4,C0002003_SEG_UNCOMP,0.030465570838360396
0.4066,1.948,5,C0002003_SEG_UNCOMP,0.0631282218262222
0.3173,1.914,6,C0002003_SEG_UNCOMP,0.08778208589652821
0.3439,1.776,1,C0002008_SEG_UNCOMP,0.11852551011099605
0.4063,2.057,2,C0002008_SEG_UNCOMP,0.1111699819417366
0.3211,1.819,3,C0002008_SEG_UNCOMP,0.14443413749182019
0.3099,2.185,4,C0002008_SEG_UNCOMP,0.132028735681172
0.3184,2.05,5,C0002008_SEG_UNCOMP,0.08736749027194193
0.2621,2.05,6,C0002008_SEG_UNCOMP,0.11313034531743249
0.4364,1.465,1,C0002013_SEG_UNCOMP,0.30626272312486874
0.2922,1.568,2,C0002013_SEG_UNCOMP,0.19533126191170766
0.3551,1.371,3,C0002013_SEG_UNCOMP,0.24440792920624516
0.2274,1.704,4,C0002013_SEG_UNCOMP,0.15282941379070716
0.3094,2.361,5,C0002013_SEG_UNCOMP,0.03864632083102961
0.3612,2.319,6,C0002013_SEG_UNCOMP,0.09154433073687998
0.3359,1.443,1,C0002019_SEG_UNCOMP,0.24586316012438944
0.4187,1.395,2,C0002019_SEG_UNCOMP,0.23219355258305546
0.2533,1.505,3,C0002019_SEG_UNCOMP,0.18107616000486332
0.2468,1.601,4,C0002019_SEG_UNCOMP,0.06875087930114224
0.2767,1.685,5,C0002019_SEG_UNCOMP,0.05485799760670623
0.2141,1.771,6,C0002019_SEG_UNCOMP,0.07993864270107633
0.251,1.553,1,C0002023_SEG_UNCOMP,0.28268667254567165
0.3081,1.737,2,C0002023_SEG_UNCOMP,0.2554910246619349
0.2786,2.029,3,C0002023_SEG_UNCOMP,0.12091488656775413
0.1923,1.833,4,C0002023_SEG_UNCOMP,0.1715407500246579
0.1614,1.906,5,C0002023_SEG_UNCOMP,0.12607254626343226
0.2036,1.733,6,C0002023_SEG_UNCOMP,0.17375591919138966
0.3025,1.617,1,C0002028_SEG_UNCOMP,0.1638939804753692
0.4734,1.692,2,C0002028_SEG_UNCOMP,0.14926139019686455
0.3735,1.798,3,C0002028_SEG_UNCOMP,0.1523837188633008
0.21,2.018,4,C0002028_SEG_UNCOMP,0.1802960790660472
0.2638,2.255,5,C0002028_SEG_UNCOMP,0.07774538176503346
0.3424,1.894,6,C0002028_SEG_UNCOMP,0.06845392435116089
0.1706,1.837,1,C0002033_SEG_UNCOMP,0.13959240278188098
0.2546,2.398,2,C0002033_SEG_UNCOMP,0.133715609118111
0.2431,2.103,3,C0002033_SEG_UNCOMP,0.1748979425112801
0.1735,1.757,4,C0002033_SEG_UNCOMP,0.14991283354828727
0.1293,1.661,5,C0002033_SEG_UNCOMP,0.2637765101165926
0.22,1.771,6,C0002033_SEG_UNCOMP,0.2597814182403794
0.2547,1.484,1,C0002040_SEG_UNCOMP,0.1535382813645481
0.2922,1.867,2,C0002040_SEG_UNCOMP,0.07643573580890556
0.3095,1.863,3,C0002040_SEG_UNCOMP,0.10460103418184344
0.2643,1.88,4,C0002040_SEG_UNCOMP,0.06308558080646226
0.2778,2.085,5,C0002040_SEG_UNCOMP,0.0381377852809978
0.3729,1.887,6,C0002040_SEG_UNCOMP,0.09617940176763896
0.2789,2.08,1,C0002046_SEG_UNCOMP,0.26641325773893537
0.3581,1.801,2,C0002046_SEG_UNCOMP,0.16626966895566916
0.1735,1.55,3,C0002046_SEG_UNCOMP,0.09995042417874313
0.1927,1.784,4,C0002046_SEG_UNCOMP,0.17325325697980326
0.2103,1.845,5,C0002046_SEG_UNCOMP,0.21351158089875272
0.1549,1.623,6,C0002046_SEG_UNCOMP,0.15666108352504413
0.4843,1.64,1,C0002050_SEG_UNCOMP,0.11333135864135267
0.3383,1.702,2,C0002050_SEG_UNCOMP,0.05497654160155944
0.3533,1.589,3,C0002050_SEG_UNCOMP,0.21649153229758575
0.3808,1.782,4,C0002050_SEG_UNCOMP,0.11040173967644151
0.3396,1.631,5,C0002050_SEG_UNCOMP,0.15380165173337168
0.2853,2.084,6,C0002050_SEG_UNCOMP,0.0762330828183761
0.299,1.683,1,C0002055_SEG_UNCOMP,0.18809193615733386
0.4458,1.919,2,C0002055_SEG_UNCOMP,0.08784236270004105
0.3737,1.729,3,C0002055_SEG_UNCOMP,0.09368119544115512
0.3707,2.248,4,C0002055_SEG_UNCOMP,0.0894634873229427
0.3569,2.099,5,C0002055_SEG_UNCOMP,0.11579656601213399
0.2161,1.897,6,C0002055_SEG_UNCOMP,0.09102770259384137
0.3212,1.427,1,C0002058_SEG_UNCOMP,0.11906549964899944
0.2802,1.603,2,C0002058_SEG_UNCOMP,0.13135159294860027
0.4706,1.557,3,C0002058_SEG_UNCOMP,0.18371581671772064
0.2639,2.05,4,C0002058_SEG_UNCOMP,0.09683924281846422
0.2631,1.919,5,C0002058_SEG_UNCOMP,0.15270799854975245
0.2855,2.009,6,C0002058_SEG_UNCOMP,0.12361087505430264
0.3268,1.952,1,C0002062_SEG_UNCOMP,0.1519963377192696
0.2106,1.674,2,C0002062_SEG_UNCOMP,0.16894337827835484
0.1441,1.562,3,C0002062_SEG_UNCOMP,0.11951507387973619
0.3101,2.053,4,C0002062_SEG_UNCOMP,0.09967415099647697
0.1852,1.843,5,C0002062_SEG_UNCOMP,0.09386919618772466
0.2999,2.274,6,C0002062_SEG_UNCOMP,0.09987161591263782
0.4627,1.763,1,C0002073_SEG_UNCOMP,0.24635914271245063
0.4712,1.415,2,C0002073_SEG_UNCOMP,0.4508042726337414
0.4592,1.606,3,C0002073_SEG_UNCOMP,0.3803458058190831
0.3019,2.116,4,C0002073_SEG_UNCOMP,0.09402153935532868
0.3201,2.231,5,C0002073_SEG_UNCOMP,0.07300533884286108
0.188,1.775,6,C0002073_SEG_UNCOMP,0.19594686744294165
0.4358,1.693,1,C0002077_SEG_UNCOMP,0.23304985256907876
0.5454,1.645,2,C0002077_SEG_UNCOMP,0.1833430846748746
0.4744,1.825,3,C0002077_SEG_UNCOMP,0.07773819113728013
0.4018,2.241,4,C0002077_SEG_UNCOMP,0.06388285096625976
0.3876,2.344,5,C0002077_SEG_UNCOMP,0.07319365838352994
0.4623,2.065,6,C0002077_SEG_UNCOMP,0.1271132288207073
0.2404,1.768,1,C0002087_SEG_UNCOMP,0.1384263911675153
0.3959,1.93,2,C0002087_SEG_UNCOMP,0.09409345537277705
0.2257,1.606,3,C0002087_SEG_UNCOMP,0.163369200985635
0.2338,1.746,4,C0002087_SEG_UNCOMP,0.14296544072513723
0.3141,1.908,5,C0002087_SEG_UNCOMP,0.1225424900649782
0.3012,1.963,6,C0002087_SEG_UNCOMP,0.16309905959041018
0.3281,2.15,1,C0002094_SEG_UNCOMP,0.13387987619983063
0.2247,2.231,2,C0002094_SEG_UNCOMP,0.1523259424073265
0.2215,1.953,3,C0002094_SEG_UNCOMP,0.2555942676049812
0.2312,1.892,4,C0002094_SEG_UNCOMP,0.23930569239095073
0.318,1.985,5,C0002094_SEG_UNCOMP,0.09433171379315355
0.1621,2.047,6,C0002094_SEG_UNCOMP,0.1879706641672539
0.2018,2.0,1,C0002099_SEG_UNCOMP,0.1679164850852502
0.1264,1.712,2,C0002099_SEG_UNCOMP,0.23147702491189923
0.2347,1.877,3,C0002099_SEG_UNCOMP,0.11161682386559274
0.3175,1.656,4,C0002099_SEG_UNCOMP,0.14146248039011491
0.1073,1.813,5,C0002099_SEG_UNCOMP,0.12914003473700053
0.1249,1.622,6,C0002099_SEG_UNCOMP,0.26647590543660693
0.1372,1.855,1,C0002104_SEG_UNCOMP,0.19831567916752127
0.2461,1.939,2,C0002104_SEG_UNCOMP,0.16402644886098866
0.2242,2.099,3,C0002104_SEG_UNCOMP,0.15922198210530758
0.1162,1.968,4,C0002104_SEG_UNCOMP,0.26885553683841507
0.3016,2.129,5,C0002104_SEG_UNCOMP,0.37933396254896296
0.1239,2.081,6,C0002104_SEG_UNCOMP,0.1600101188232574
0.253,1.641,1,C0002110_SEG_UNCOMP,0.1446180404468867
0.3969,1.638,2,C0002110_SEG_UNCOMP,0.11517300424987177
0.2788,1.972,3,C0002110_SEG_UNCOMP,0.06818946587841083
0.2449,1.684,4,C0002110_SEG_UNCOMP,0.0809569350420677
0.2367,2.152,5,C0002110_SEG_UNCOMP,0.17106050920381488
0.2651,2.096,6,C0002110_SEG_UNCOMP,0.10013417434523639
0.3773,2.219,1,C0002122_SEG_UNCOMP,0.095011209817108
0.316,1.471,2,C0002122_SEG_UNCOMP,0.19210795415140633
0.3824,1.474,3,C0002122_SEG_UNCOMP,0.2074393961731342
0.3198,2.016,4,C0002122_SEG_UNCOMP,0.09909585491973398
0.2635,1.979,5,C0002122_SEG_UNCOMP,0.1395181452536364
0.3438,1.836,6,C0002122_SEG_UNCOMP,0.0749424411057539
0.4359,1.717,1,C0002129_SEG_UNCOMP,0.14985929898963077
0.5095,1.642,2,C0002129_SEG_UNCOMP,0.16893950834626692
0.5002,1.614,3,C0002129_SEG_UNCOMP,0.19905748099607617
0.32,2.274,4,C0002129_SEG_UNCOMP,0.05710314319919974
0.2452,1.899,5,C0002129_SEG_UNCOMP,0.07880480129903165
0.3611,2.027,6,C0002129_SEG_UNCOMP,0.07286331267510264
0.2825,2.234,1,C0002132_SEG_UNCOMP,0.057382806328502976
0.3049,1.95,2,C0002132_SEG_UNCOMP,0.12328134142819665
0.2941,1.725,3,C0002132_SEG_UNCOMP,0.041772671482360045
0.2417,1.966,4,C0002132_SEG_UNCOMP,0.1536127813163023
0.3073,2.03,5,C0002132_SEG_UNCOMP,0.03638642095600589
0.2086,2.058,6,C0002132_SEG_UNCOMP,0.1166453639211566
0.3161,2.022,1,C0002136_SEG_UNCOMP,0.13157168586804446
0.3538,1.483,2,C0002136_SEG_UNCOMP,0.20631532902604813
0.3294,1.793,3,C0002136_SEG_UNCOMP,0.08585234675336427
0.2954,1.945,4,C0002136_SEG_UNCOMP,0.05388806088201136
0.1909,2.035,5,C0002136_SEG_UNCOMP,0.08858093331047143
0.2457,1.957,6,C0002136_SEG_UNCOMP,0.10410060451342226
0.3943,1.645,1,C0002141_SEG_UNCOMP,0.3330782662014882
0.3203,1.501,2,C0002141_SEG_UNCOMP,0.26926345802197815
0.329,1.796,3,C0002141_SEG_UNCOMP,0.10050244252415368
0.3547,2.05,4,C0002141_SEG_UNCOMP,0.04721712314456424
0.3037,2.267,5,C0002141_SEG_UNCOMP,0.06934413841091744
0.2694,2.019,6,C0002141_SEG_UNCOMP,0.10325193380486651
0.4067,1.683,1,C0002147_SEG_UNCOMP,0.17815058167052397
0.4339,1.857,2,C0002147_SEG_UNCOMP,0.12018619166158598
0.4162,1.438,3,C0002147_SEG_UNCOMP,0.15280134135517423
0.3686,2.128,4,C0002147_SEG_UNCOMP,0.10131172641122618
0.3257,1.871,5,C0002147_SEG_UNCOMP,0.048390927403854936
0.3935,2.232,6,C0002147_SEG_UNCOMP,0.0616790162700991
0.3257,1.99,1,C0002152_SEG_UNCOMP,0.13695488212165036
0.3565,2.141,2,C0002152_SEG_UNCOMP,0.08451663144300907
0.1977,2.171,3,C0002152_SEG_UNCOMP,0.24094118583976604
0.2291,1.85,4,C0002152_SEG_UNCOMP,0.2331423344555554
0.2075,1.829,5,C0002152_SEG_UNCOMP,0.19886624696906452
0.2054,2.056,6,C0002152_SEG_UNCOMP,0.15897643020290927
0.136,1.96,1,C0002156_SEG_UNCOMP,0.20254745848929556
0.0862,1.788,2,C0002156_SEG_UNCOMP,0.38853690922096257
0.0981,1.954,3,C0002156_SEG_UNCOMP,0.29120186087191
0.1143,2.012,4,C0002156_SEG_UNCOMP,0.31810550859021847
0.0894,2.01,5,C0002156_SEG_UNCOMP,0.3140077530576687
0.0621,2.121,6,C0002156_SEG_UNCOMP,0.4876487283562728
0.49,1.517,1,C0002163_SEG_UNCOMP,0.016421665946115098
0.5255,1.307,2,C0002163_SEG_UNCOMP,0.22934206841179455
0.5922,1.48,3,C0002163_SEG_UNCOMP,0.1944100535353905
0.3027,1.865,4,C0002163_SEG_UNCOMP,0.09965570164549033
0.3661,1.987,5,C0002163_SEG_UNCOMP,0.05579567815510404
0.2757,1.781,6,C0002163_SEG_UNCOMP,0.12030968751315727
0.3004,1.916,1,C0002167_SEG_UNCOMP,0.15791940104694407
0.2931,1.948,2,C0002167_SEG_UNCOMP,0.08430632346575566
0.3521,1.603,3,C0002167_SEG_UNCOMP,0.112607970135045
0.2583,2.185,4,C0002167_SEG_UNCOMP,0.15950107381410852
0.2552,1.97,5,C0002167_SEG_UNCOMP,0.13352401130098887
0.3433,2.044,6,C0002167_SEG_UNCOMP,0.12326427358186369
0.2767,1.972,1,C0002173_SEG_UNCOMP,0.21016085322610265
0.3149,2.149,2,C0002173_SEG_UNCOMP,0.19616504738880133
0.2272,2.113,3,C0002173_SEG_UNCOMP,0.2053089430820073
0.2515,2.152,4,C0002173_SEG_UNCOMP,0.20050662634864172
0.3011,2.268,5,C0002173_SEG_UNCOMP,0.21850637752058616
0.2988,2.446,6,C0002173_SEG_UNCOMP,0.1446857574319832
0.1117,1.737,1,C0002177_SEG_UNCOMP,0.4368062282041868
0.2691,1.741,2,C0002177_SEG_UNCOMP,0.1610391531526225
0.1459,1.612,3,C0002177_SEG_UNCOMP,0.46465923494288575
0.2087,1.841,4,C0002177_SEG_UNCOMP,0.23611641844211925
0.1309,1.82,5,C0002177_SEG_UNCOMP,0.14542894191565792
0.156,1.713,6,C0002177_SEG_UNCOMP,0.1687293462052738
0.2666,2.35,1,C0002184_SEG_UNCOMP,0.2340588951518767
0.1643,1.936,2,C0002184_SEG_UNCOMP,0.2360247741723185
0.2164,2.195,3,C0002184_SEG_UNCOMP,0.17387357288271973
0.2126,2.195,4,C0002184_SEG_UNCOMP,0.160969843160776
0.217,2.278,5,C0002184_SEG_UNCOMP,0.282296332688654
0.1811,2.389,6,C0002184_SEG_UNCOMP,0.2734352735764386
0.039,1.852,1,C0002187_SEG_UNCOMP,0.8372045629064626
0.0307,1.661,2,C0002187_SEG_UNCOMP,0.6846188618558006
0.0488,2.008,3,C0002187_SEG_UNCOMP,0.46657693487633917
0.0327,1.859,4,C0002187_SEG_UNCOMP,0.9253912964443427
0.1149,2.179,5,C0002187_SEG_UNCOMP,0.43599098417508836
0.0527,1.635,6,C0002187_SEG_UNCOMP,0.5971004145570226
0.3167,1.634,1,C0002192_SEG_UNCOMP,0.17053580096563936
0.4262,1.628,2,C0002192_SEG_UNCOMP,0.1659361544173575
0.2725,1.642,3,C0002192_SEG_UNCOMP,0.0916098471076529
0.2954,1.929,4,C0002192_SEG_UNCOMP,0.10173523141905329
0.2917,1.973,5,C0002192_SEG_UNCOMP,0.05568256363646599
0.3051,2.538,6,C0002192_SEG_UNCOMP,0.060611863384120286
0.2037,2.315,1,C0002198_SEG_UNCOMP,0.12686041328557815
0.1008,1.833,2,C0002198_SEG_UNCOMP,0.1993557701446817
0.2092,2.096,3,C0002198_SEG_UNCOMP,0.17235757280886144
0.1384,2.15,4,C0002198_SEG_UNCOMP,0.22321934358879522
0.157,1.957,5,C0002198_SEG_UNCOMP,0.27473499879485663
0.175,2.3,6,C0002198_SEG_UNCOMP,0.21331601412416026
0.1892,1.368,1,C0002202_SEG_UNCOMP,0.29775244769880393
0.1923,1.742,2,C0002202_SEG_UNCOMP,0.36047678898444263
0.3029,1.871,3,C0002202_SEG_UNCOMP,0.12437510181405291
0.2598,2.003,4,C0002202_SEG_UNCOMP,0.12019708886391692
0.2207,2.005,5,C0002202_SEG_UNCOMP,0.14855899130925082
0.2631,1.929,6,C0002202_SEG_UNCOMP,0.10280185793972507
0.4582,1.511,1,C0002210_SEG_UNCOMP,0.31680579228194417
0.4291,1.642,2,C0002210_SEG_UNCOMP,0.14968444061653757
0.435,1.717,3,C0002210_SEG_UNCOMP,0.08517787465540429
0.2632,1.745,4,C0002210_SEG_UNCOMP,0.22366019693366404
0.2355,1.893,5,C0002210_SEG_UNCOMP,0.17711670350718522
0.2462,2.149,6,C0002210_SEG_UNCOMP,0.15171469746401653
0.3013,2.023,1,C0002215_SEG_UNCOMP,0.17514263018237097
0.2867,2.204,2,C0002215_SEG_UNCOMP,0.16554896524934073
0.2322,1.978,3,C0002215_SEG_UNCOMP,0.08817647075918296
0.2406,2.001,4,C0002215_SEG_UNCOMP,0.1708524567961317
0.2508,2.015,5,C0002215_SEG_UNCOMP,0.14978753040918408
0.2054,2.258,6,C0002215_SEG_UNCOMP,0.1102078693085109
0.5416,1.408,1,C0002221_SEG_UNCOMP,0.21603378954305757
0.5508,1.492,2,C0002221_SEG_UNCOMP,0.21011899387302596
0.3901,1.462,3,C0002221_SEG_UNCOMP,0.18734315950489425
0.3703,1.969,4,C0002221_SEG_UNCOMP,0.10188807153057529
0.3271,1.723,5,C0002221_SEG_UNCOMP,0.10126932973048997
0.3514,1.901,6,C0002221_SEG_UNCOMP,0.10331630356252637
0.3062,1.444,1,C0002225_SEG_UNCOMP,0.2782074626493152
0.2083,1.359,2,C0002225_SEG_UNCOMP,0.3997176537797092
0.2977,1.35,3,C0002225_SEG_UNCOMP,0.22616273615510016
0.2435,2.01,4,C0002225_SEG_UNCOMP,0.11785660569178105
0.2431,1.822,5,C0002225_SEG_UNCOMP,0.12800552515513303
0.2572,2.06,6,C0002225_SEG_UNCOMP,0.12328288788088047
0.5072,1.619,1,C0002230_SEG_UNCOMP,0.3382806683859787
0.4877,1.64,2,C0002230_SEG_UNCOMP,0.11600880593823744
0.3579,1.545,3,C0002230_SEG_UNCOMP,0.31451897671825935
0.3662,1.944,4,C0002230_SEG_UNCOMP,0.07847186206285996
0.3445,2.096,5,C0002230_SEG_UNCOMP,0.05507599555747252
0.2559,1.815,6,C0002230_SEG_UNCOMP,0.06652571546289247
