Sample,ROI,CV,Rho
2010_250_L,ROI_224,0.016148811159300204,0.9542946512081273
2010_250_M,ROI_111,0.00846842888669722,0.9351788370172583
2010_250_M,ROI_112,0.012523699547133426,0.9374634473302039
2010_250_M,ROI_113,0.012141945876608329,0.9374086867762024
2010_250_M,ROI_114,0.010853950351368356,0.931928250531725
2010_250_M,ROI_121,0.006614315281440979,0.9445428917515273
2010_250_M,ROI_122,0.011167438864151455,0.9409944078522253
2010_250_M,ROI_123,0.007073614765804348,0.947666433751777
2010_250_M,ROI_124,0.007157143929623834,0.946864739241194
2010_250_M,ROI_211,0.006695111948963179,0.9622984537809972
2010_250_M,ROI_212,0.012230762050223588,0.9537755211561925
2010_250_M,ROI_213,0.007656446175083289,0.9557534723667293
2010_250_M,ROI_214,0.004629105092146576,0.9574839058731789
2010_250_M,ROI_221,0.003587979625871896,0.9669706242484114
2010_250_M,ROI_222,0.004858590521626572,0.9645633502945022
2010_250_M,ROI_223,0.015033695442864042,0.957486096295339
2010_250_M,ROI_224,0.004417816591695249,0.9595253793263576
2011_024_L,ROI_111,0.013560133654658598,0.9159403591854258
2011_024_L,ROI_112,0.013963644594694949,0.9263251506462841
2011_024_L,ROI_113,0.015162197233125051,0.9272013195103093
2011_024_L,ROI_114,0.017038347026514054,0.9270983696687862
2011_024_L,ROI_121,0.032476766754795675,0.8865580363303419
2011_024_L,ROI_122,0.017696916511071976,0.908705394790738
2011_024_L,ROI_123,0.026654017960434123,0.8665923383413685
2011_024_L,ROI_124,0.05012243142305114,0.8429182556354086
2011_024_L,ROI_211,0.007142680863016001,0.9434126339169349
2011_024_L,ROI_212,0.007610339071129343,0.9453533479507505
2011_024_L,ROI_213,0.014644717840997957,0.9475065329340924
2011_024_L,ROI_214,0.00871250193528436,0.9461440903505333
2011_024_L,ROI_221,0.028314989659835397,0.9193508464886437
2011_024_L,ROI_222,0.05114214631817774,0.9133534706143915
2011_024_L,ROI_223,0.020852786999785784,0.9237295003866095
2011_024_L,ROI_224,0.019030574995923966,0.9301496277377539
2011_024_M,ROI_111,0.02526837789846429,0.9086396821259362
2011_024_M,ROI_112,0.02791956557550729,0.9035644739810704
2011_024_M,ROI_113,0.02459497100885332,0.9126656780561317
2011_024_M,ROI_114,0.02718841804349726,0.9152766612709268
2011_024_M,ROI_121,0.04346120009281397,0.8785739475569126
2011_024_M,ROI_122,0.045757040760576746,0.8841814282866737
2011_024_M,ROI_123,0.0164100979551432,0.8899290960346787
2011_024_M,ROI_124,0.01690084610782574,0.8985067892134851
2011_024_M,ROI_211,0.010301068697421062,0.9419340989588924
2011_024_M,ROI_212,0.01255127515001596,0.9304497155736825
2011_024_M,ROI_213,0.015746283513452555,0.930329242354879
2011_024_M,ROI_214,0.016096706811667416,0.9310717954671404
2011_024_M,ROI_221,0.006479326225167119,0.937082313874353
2011_024_M,ROI_222,0.013637287095327943,0.9332819314266438
2011_024_M,ROI_223,0.012987421090710627,0.9350474116876546
2011_024_M,ROI_224,0.011731388410335603,0.9435725347346194
2011_138_L,ROI_111,0.02361520343535922,0.9316741615611577
2011_138_L,ROI_112,0.040026287864109826,0.9022546015293528
2011_138_L,ROI_113,0.025400960925993258,0.8836732503455391
2011_138_L,ROI_114,0.021966284959257815,0.9085257801736129
2011_138_L,ROI_121,0.04573520879665843,0.890038617142682
2011_138_L,ROI_122,0.03143422075808078,0.905849084294016
2011_138_L,ROI_123,0.015968543642483818,0.9147049610871504
2011_138_L,ROI_124,0.046274481476906715,0.8840500029570699
2011_138_L,ROI_211,0.041579238138430466,0.90216041337647
2011_138_L,ROI_212,0.0367026232859123,0.9108476276632795
2011_138_L,ROI_213,0.0456885332516319,0.8938937601443926
2011_138_L,ROI_214,0.06796738243703804,0.8879599065127822
2011_138_L,ROI_221,0.024144930032075716,0.9009272057003547
2011_138_L,ROI_222,0.039274082553937925,0.9184067745376566
2011_138_L,ROI_223,0.04263874691300457,0.9191120904731969
2011_138_L,ROI_224,0.047884111305388416,0.9195107473063283
2011_138_M,ROI_111,0.04519900322211359,0.8619201678739543
2011_138_M,ROI_112,0.048766584299502085,0.8131854652347147
2011_138_M,ROI_113,0.04617666497813782,0.8384695082283209
2011_138_M,ROI_114,0.03452719260052853,0.8481927921968401
2011_138_M,ROI_121,0.023513778674798647,0.8715777391776717
2011_138_M,ROI_122,0.03072567796581256,0.8387849290193699
2011_138_M,ROI_123,0.03588573726231503,0.8781884332567416
2011_138_M,ROI_124,0.02229552259066312,0.8623100630184456
2011_138_M,ROI_211,0.05761874413370998,0.8604547754488723
2011_138_M,ROI_212,0.02783095404352701,0.8665551011646475
2011_138_M,ROI_213,0.043023181151656396,0.8842318079963551
2011_138_M,ROI_214,0.08269869877221105,0.8515331859909361
2011_138_M,ROI_221,0.051301768040684245,0.8800502920927951
2011_138_M,ROI_222,0.032858292275951204,0.8913484895943995
2011_138_M,ROI_223,0.023958906941138045,0.9129153861823789
2011_138_M,ROI_224,0.0280824363585844,0.9024451682572783
2012_154_L,ROI_111,0.00715286478097736,0.924233297483424
2012_154_L,ROI_112,0.019264651967140806,0.9207023369614026
2012_154_L,ROI_113,0.018135938879264957,0.912326162621322
2012_154_L,ROI_114,0.019035016071306556,0.9026094499192829
2012_154_L,ROI_121,0.010897840798511058,0.9234184604398806
2012_154_L,ROI_122,0.00961389894658856,0.9221589676978444
2012_154_L,ROI_123,0.01573261151160018,0.9262134391161209
2012_154_L,ROI_124,0.017413932894539463,0.9233658903080391
2012_154_L,ROI_211,0.028265929546368897,0.9208403335574865
2012_154_L,ROI_212,0.013358595047402177,0.9351875987058986
2012_154_L,ROI_213,0.018409296831733632,0.93802200498102
2012_154_L,ROI_214,0.0337436054125864,0.9126919631220525
2012_154_L,ROI_221,0.012320234364477572,0.9382782843737474
2012_154_L,ROI_222,0.007698954891684106,0.9430906418594056
2012_154_L,ROI_223,0.008850045522516017,0.943456442360136
2012_154_L,ROI_224,0.01197355698507929,0.9434432998271757
2012_154_M,ROI_111,0.0185485507266837,0.9137981263128843
2012_154_M,ROI_112,0.01595960561182246,0.9062762166152283
2012_154_M,ROI_113,0.016651652083284438,0.9090930995130692
2012_154_M,ROI_114,0.01790284350591551,0.9031088661717773
2012_154_M,ROI_121,0.015614452984865409,0.9009491099219552
2012_154_M,ROI_122,0.01301740473191413,0.9125517761038084
2012_154_M,ROI_123,0.016103896401851756,0.9017836607649392
2012_154_M,ROI_124,0.02142213067457848,0.9038820851942795
2012_154_M,ROI_211,0.02470847488940352,0.8996589512696782
2012_154_M,ROI_212,0.020920767094888635,0.9046290191508609
2012_154_M,ROI_213,0.03705727733973879,0.8997662819555213
2012_154_M,ROI_214,0.015616247094938982,0.9222246803626463
2012_154_M,ROI_221,0.019600223758652804,0.9219333542153579
2012_154_M,ROI_222,0.022190383016592,0.918417726648457
2012_154_M,ROI_223,0.027837888742944728,0.909434805370039
2012_154_M,ROI_224,0.020756909824729435,0.9224042949797715
2012_161_L,ROI_111,0.009687877513528306,0.9295494520658967
2012_161_L,ROI_112,0.012372832535892747,0.9384819936346332
2012_161_L,ROI_113,0.026407540083474533,0.9252233682997724
2012_161_L,ROI_114,0.017092527486408125,0.9346969441420445
2012_161_L,ROI_121,0.007171021944885621,0.9370428862754718
2012_161_L,ROI_122,0.026405336019267422,0.9324583326944602
2012_161_L,ROI_123,0.013199427056342796,0.9300269640967904
2012_161_L,ROI_124,0.012112371582441531,0.9237514046082101
2012_161_L,ROI_211,0.010489008535098676,0.941362398775116
2012_161_L,ROI_212,0.010847101641887718,0.9423897067681855
2012_161_L,ROI_213,0.01740912102680551,0.9459600948890879
2012_161_L,ROI_214,0.011083681355951211,0.9331198401867992
2012_161_L,ROI_221,0.011878772105911964,0.9396056802027455
2012_161_L,ROI_222,0.010130838855652158,0.935759298889675
2012_161_L,ROI_223,0.008778863510118019,0.9375554450609266
2012_161_L,ROI_224,0.013210069654327023,0.9322305287898136
2012_161_M,ROI_111,0.005517409358578671,0.9353715941673438
2012_161_M,ROI_112,0.012788264660228166,0.9217340257987922
2012_161_M,ROI_113,0.016072892151396793,0.9247195712029579
2012_161_M,ROI_114,0.014185658049763008,0.928898896684358
2012_161_M,ROI_121,0.011121523915706403,0.935375975011664
2012_161_M,ROI_122,0.007542659518572858,0.9310170349131388
2012_161_M,ROI_123,0.014744848319522687,0.9328022289735901
2012_161_M,ROI_124,0.004695126803350036,0.9316369243844366
2012_161_M,ROI_211,0.012528419678430436,0.9433096840754118
2012_161_M,ROI_212,0.013682538806449283,0.9444048951554433
2012_161_M,ROI_213,0.018801161124343213,0.9417763885633679
2012_161_M,ROI_214,0.016307049245265232,0.9382870460623876
2012_161_M,ROI_221,0.01048555944829555,0.9345348529021998
2012_161_M,ROI_222,0.014731300297301672,0.9287521383996338
2012_161_M,ROI_223,0.016152746342034008,0.9316632094503574
2012_161_M,ROI_224,0.009215644063598837,0.9400985251887596
2012_166_L,ROI_111,0.023641356822753767,0.8731460814442767
2012_166_L,ROI_112,0.0422419339680951,0.8645793403762707
2012_166_L,ROI_113,0.03890777960663284,0.8757483029704315
2012_166_L,ROI_114,0.029631368437041918,0.8655869345698997
2012_166_L,ROI_121,0.028258252714462383,0.8931227315440505
2012_166_L,ROI_122,0.024349457990787735,0.879734871301746
2012_166_L,ROI_123,0.026930974519848046,0.8863981355126573
2012_166_L,ROI_124,0.03031414322405596,0.8876444857217332
2012_166_L,ROI_211,0.03257562393748966,0.8806855145192133
2012_166_L,ROI_212,0.029647203358709098,0.8803153331741627
2012_166_L,ROI_213,0.044319471214792745,0.880641706076012
2012_166_L,ROI_214,0.057809958038489206,0.8768391332061428
2012_166_L,ROI_221,0.029810059868996448,0.871796781393678
2012_166_L,ROI_222,0.058976853553138815,0.8580869290938442
2012_166_L,ROI_223,0.02794996002717018,0.8829986003202397
2012_166_L,ROI_224,0.05332303513354175,0.8757001136829101
2012_166_M,ROI_111,0.05562748748009959,0.8721143926068872
2012_166_M,ROI_112,0.023193357539323157,0.8640251635697748
2012_166_M,ROI_113,0.03827299704798451,0.8664915789220057
2012_166_M,ROI_114,0.04970466825586741,0.8637995500872884
2012_166_M,ROI_121,0.04755688139063583,0.8355299616895164
2012_166_M,ROI_122,0.0839710317458926,0.8174524076025173
2012_166_M,ROI_123,0.04157497175501341,0.8368223107639535
2012_166_M,ROI_124,0.05683032183570063,0.8474370965516184
2012_166_M,ROI_211,0.03458213447437181,0.8906606970361398
2012_166_M,ROI_212,0.027585037940229026,0.8883651346123939
2012_166_M,ROI_213,0.036169260294654004,0.892200563814664
2012_166_M,ROI_214,0.03923718638034679,0.8768763703828639
2012_166_M,ROI_221,0.0230137228551524,0.8679482096584474
2012_166_M,ROI_222,0.02266761064232427,0.8818530095305268
2012_166_M,ROI_223,0.03231210282291448,0.8800349591376746
2012_166_M,ROI_224,0.02733165629389215,0.8708483285983708
2012_203_L,ROI_111,0.03788458533990508,0.8654861751505367
2012_203_L,ROI_112,0.0329147353412689,0.8829175547003174
2012_203_L,ROI_113,0.02496258450998008,0.8998057095544024
2012_203_L,ROI_114,0.04401278340656291,0.8942661319116033
2012_203_L,ROI_121,0.03201822878978533,0.8916748624962489
2012_203_L,ROI_122,0.04866400416975863,0.8571998081190187
2012_203_L,ROI_123,0.026831979892021924,0.871553644533911
2012_203_L,ROI_124,0.018070049686886764,0.8961608470800577
2012_203_L,ROI_211,0.021450295037702086,0.9243691036573479
2012_203_L,ROI_212,0.05771749667450311,0.8766529473225375
2012_203_L,ROI_213,0.03810811109467326,0.8776145426508051
2012_203_L,ROI_214,0.19565228965032336,0.8359395706334481
2012_203_L,ROI_221,0.057544220096763375,0.8734111225256443
2012_203_L,ROI_222,0.02122002646737291,0.904561116063899
2012_203_L,ROI_223,0.019989968035901695,0.9205862445869193
2012_203_L,ROI_224,0.03045552194894284,0.8926912183785181
2012_203_M,ROI_111,0.01340685949900152,0.9138791719328067
2012_203_M,ROI_112,0.01729745673434002,0.9168822407142528
2012_203_M,ROI_113,0.010189764834536858,0.9135615607195975
2012_203_M,ROI_114,0.00785784932642611,0.9162273044883941
2012_203_M,ROI_121,0.01389507609325026,0.9209717588870903
2012_203_M,ROI_122,0.012468601019419443,0.9228511411004243
2012_203_M,ROI_123,0.01323111828404179,0.9120326460518736
2012_203_M,ROI_124,0.012676463881659782,0.9180431644590862
2012_203_M,ROI_211,0.01713097960724757,0.9297312571051819
2012_203_M,ROI_212,0.020985112999403616,0.9199203562502601
2012_203_M,ROI_213,0.011043379702773509,0.9255585028902621
2012_203_M,ROI_214,0.017044962918905403,0.9199794976485818
2012_203_M,ROI_221,0.0203814315470449,0.9302284829355162
2012_203_M,ROI_222,0.009219416235330787,0.942166283707859
2012_203_M,ROI_223,0.023767304369442434,0.9225072448212944
2012_203_M,ROI_224,0.017363123280300558,0.9225641957974561
2012_204_L,ROI_111,0.025490159089146643,0.9096319433644446
2012_204_L,ROI_112,0.03917656302363756,0.9010914873623593
2012_204_L,ROI_113,0.09324899138916869,0.8551780484652807
2012_204_L,ROI_114,0.023607710394553134,0.9016281407915747
2012_204_L,ROI_121,0.013740200534686263,0.9197582650104155
2012_204_L,ROI_122,0.03597600152171503,0.8950787785329867
2012_204_L,ROI_123,0.02340301281631621,0.912534252726528
2012_204_L,ROI_124,0.014891208260615293,0.9140018355737701
2012_204_L,ROI_211,0.01284781427975706,0.9195567461716897
2012_204_L,ROI_212,0.024078398751867416,0.9251204184582494
2012_204_L,ROI_213,0.008108415958924201,0.9385520871437553
2012_204_L,ROI_214,0.011840054860873108,0.9355555896287892
2012_204_L,ROI_221,0.020146847103533354,0.9096363242087647
2012_204_L,ROI_222,0.013785458161464413,0.9336674457268149
2012_204_L,ROI_223,0.012376288170139124,0.9371370744283546
2012_204_L,ROI_224,0.015882737035744908,0.9329380351475139
2012_204_M,ROI_111,0.025870723796393973,0.92339874664044
2012_204_M,ROI_112,0.04776998915659345,0.9086528246588965
2012_204_M,ROI_113,0.0671283925018057,0.9046531137946217
2012_204_M,ROI_114,0.011773294162287147,0.9250459441048073
2012_204_M,ROI_121,0.02643030147848288,0.9148626714826749
2012_204_M,ROI_122,0.04850704370006572,0.9007870186821106
2012_204_M,ROI_123,0.010797246901951938,0.9238828299378139
2012_204_M,ROI_124,0.011642053695358966,0.9306337110351278
2012_204_M,ROI_211,0.05462430962803196,0.9205030085448368
2012_204_M,ROI_212,0.1010881321658041,0.876810657718062
2012_204_M,ROI_213,0.004030679819434884,0.9443829909338427
2012_204_M,ROI_214,0.011988108619720522,0.9346991345642046
2012_204_M,ROI_221,0.00799387367604366,0.9492873461502236
2012_204_M,ROI_222,0.027720675273434914,0.9355030194969477
2012_204_M,ROI_223,0.01818582849820783,0.9409900270079052
2012_204_M,ROI_224,0.02667315478915869,0.9366705145082612
2012_90_L,ROI_111,0.05748851551999205,0.8649013324338
2012_90_L,ROI_112,0.020192064567694932,0.9067800137120428
2012_90_L,ROI_113,0.09122188074209998,0.8606935314643192
2012_90_L,ROI_114,0.3669967633162254,0.7048625181531236
2012_90_L,ROI_121,0.18502795201731637,0.7902583164853362
2012_90_L,ROI_122,0.037816706859944406,0.8759191558989164
2012_90_L,ROI_123,0.02172236392815114,0.919495414351208
2012_90_L,ROI_124,0.027346378260808237,0.9032709574116219
2012_90_L,ROI_211,0.023527453193179258,0.9314726427224319
2012_90_L,ROI_212,0.05387103639323163,0.9124313028850051
2012_90_L,ROI_213,0.10579748152647832,0.8766814228106183
2012_90_L,ROI_214,0.13387844428997095,0.8314864423820403
2012_90_L,ROI_221,0.15277591727110823,0.8114396987731446
2012_90_L,ROI_222,0.04204139903187532,0.8927635023098002
2012_90_L,ROI_223,0.08287571652576622,0.8942245138905621
2012_90_L,ROI_224,0.011845881634266068,0.9311550315092227
2012_90_M,ROI_111,0.024537196688613157,0.8851233098155007
2012_90_M,ROI_112,0.04252467242278604,0.8826415615081494
2012_90_M,ROI_113,0.030838017206948603,0.8909476423391081
2012_90_M,ROI_114,0.047675514774049285,0.8793362144686145
2012_90_M,ROI_121,0.0196725648106163,0.9124575879509258
2012_90_M,ROI_122,0.08286267935243101,0.8633833698768764
2012_90_M,ROI_123,0.0909025985030979,0.8336264848324217
2012_90_M,ROI_124,0.032938845462889874,0.8969187331474395
2012_90_M,ROI_211,0.09120680268629937,0.8859490989698444
2012_90_M,ROI_212,0.19606171282596535,0.8431920584054164
2012_90_M,ROI_213,0.023892783670704628,0.8891931141888976
2012_90_M,ROI_214,0.04056587306056779,0.8679547809249276
2012_90_M,ROI_221,0.01801278099659636,0.9043135983598118
2012_90_M,ROI_222,0.02453774994750456,0.908249786981445
2012_90_M,ROI_223,0.013128510893094027,0.9029292515546521
2012_90_M,ROI_224,0.04096375912032191,0.8538090346152414
2015_138_L,ROI_111,0.010705180649379507,0.9186477209752636
2015_138_L,ROI_112,0.014978918527585927,0.9157147457029393
2015_138_L,ROI_113,0.028856232709736716,0.8988944939358162
2015_138_L,ROI_114,0.03161613964864782,0.9009206344338745
2015_138_L,ROI_121,0.021924554927761367,0.9038733235056392
2015_138_L,ROI_122,0.05151926704511686,0.8811608361279469
2015_138_L,ROI_123,0.043964860380521505,0.8548604372520716
2015_138_L,ROI_124,0.03528328595374744,0.9013828135096477
2015_138_L,ROI_211,0.07176369767630547,0.8628050984266198
2015_138_L,ROI_212,0.11914984134499178,0.8400575642943664
2015_138_L,ROI_213,0.038678704752385065,0.8989799204000587
2015_138_L,ROI_214,0.01941047805577935,0.9231534193585129
2015_138_L,ROI_221,0.021348981804424964,0.9393515912321782
2015_138_L,ROI_222,0.007504924410191634,0.9497473348038368
2015_138_L,ROI_223,0.013101511704709657,0.943033690883244
2015_138_L,ROI_224,0.00976090162157585,0.9404117555576487
2015_138_M,ROI_111,0.006405280549811672,0.939625394002186
2015_138_M,ROI_112,0.013791689465837755,0.9304431443072023
2015_138_M,ROI_113,0.009808500289569793,0.9410250737624662
2015_138_M,ROI_114,0.010451647768701442,0.9357067287578335
2015_138_M,ROI_121,0.01935319653139211,0.9332337421391225
2015_138_M,ROI_122,0.009352897051266077,0.9256505006209846
2015_138_M,ROI_123,0.0328378547107803,0.9173794665445871
2015_138_M,ROI_124,0.016914003959620325,0.9279438726225705
2015_138_M,ROI_211,0.006452596810686951,0.9493990576803868
2015_138_M,ROI_212,0.0067619707830550045,0.9501635150142487
2015_138_M,ROI_213,0.014005979108488378,0.9445976523055288
2015_138_M,ROI_214,0.0033891602125607325,0.9506191228235418
2015_138_M,ROI_221,0.009675795968835029,0.9439558586126304
2015_138_M,ROI_222,0.010329304953109126,0.944251565604239
2015_138_M,ROI_223,0.006107891924544916,0.945092687713703
2015_138_M,ROI_224,0.02042684019435927,0.9413864934188766
